	unit	allowed_users	tissue	measurement_type	access	raw_pk	interventions	substance	calculated	group_count	group_name	group_pk	mean	individual_name	individual_pk	value	timecourse_pk	time_unit	time	se	cv	sd	pharmacokinetics	figure	min	max	median	measurement_type_intervention	access_intervention	allowed_users_intervention	raw_pk_intervention	substance_intervention	application	route	unit_intervention	value_intervention	form	time_intervention	time_unit_intervention	choice	sd_intervention	max_intervention	min_intervention	study	subject_pk	subject_name	('general', 'group_pk')	('species', 'choice')	('species', 'count')	('sex', 'choice')	('sex', 'count')	('healthy', 'choice')	('healthy', 'count')	('age', 'count')	('age', 'max')	('age', 'mean')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('age', 'value')	('weight', 'count')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('weight', 'value')	('medication', 'choice')	('medication', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('smoking', 'choice')	('smoking', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('height', 'count')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'unit')	('bmi', 'count')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'unit')	('gfr', 'count')	('gfr', 'mean')	('gfr', 'sd')	('gfr', 'unit')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('abstinence medication', 'count')	('abstinence medication', 'min')	('abstinence medication', 'unit')	('body surface area', 'count')	('body surface area', 'max')	('body surface area', 'median')	('body surface area', 'min')	('body surface area', 'unit')	('body surface area', 'value')	('concentration', 'count')	('concentration', 'min')	('concentration', 'substance')	('concentration', 'unit')	('concentration', 'value')	('disease', 'choice')	('disease', 'count')	('disease', 'unit')	('disease', 'value')	('liver function test', 'choice')	('liver function test', 'count')	('biochemistry (categorial)', 'choice')	('biochemistry (categorial)', 'count')	('biochemistry (categorial)', 'substance')	('abstinence alcohol', 'count')	('abstinence alcohol', 'min')	('abstinence alcohol', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('age (categorial)', 'choice')	('age (categorial)', 'count')	('clearance', 'count')	('clearance', 'max')	('clearance', 'min')	('clearance', 'substance')	('clearance', 'unit')	('clearance', 'value')	('fasting (duration)', 'count')	('fasting (duration)', 'min')	('fasting (duration)', 'unit')	('abstinence', 'count')	('abstinence', 'min')	('abstinence', 'substance')	('abstinence', 'unit')	('liver volume', 'count')	('liver volume', 'mean')	('liver volume', 'se')	('liver volume', 'unit')	('weight (categorial)', 'choice')	('weight (categorial)', 'count')	('obesity index', 'count')	('obesity index', 'max')	('obesity index', 'min')	('obesity index', 'unit')	('pregnancy status', 'choice')	('pregnancy status', 'count')	('fasting', 'choice')	('fasting', 'count')	('kidney function test', 'choice')	('kidney function test', 'count')	('body position', 'choice')	('body position', 'count')	('amount', 'count')	('amount', 'substance')	('amount', 'unit')	('amount', 'value')
1973	gram * hour / liter	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	auc_end	public	10681	436	paracetamol	True					case5	791.0	0.11	734.0	hr	8.406532									dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	791	case5	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1974	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance	public	10683	436	paracetamol	True					case5	791.0	2.47	734.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	791	case5	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1975	gram / liter	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	cmax	public	10684	436	paracetamol	True					case5	791.0	0.0167	734.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	791	case5	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1976	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	thalf	public	10686	436	paracetamol	True					case5	791.0	16.7	734.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	791	case5	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1977	1 / minute	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	kel	public	10685	436	paracetamol	True					case5	791.0	0.0006940000000000001	734.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	791	case5	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1978	gram / liter	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	concentration	public	708	436	paracetamol						case5	791.0	['1.21e-02', '1.67e-02', '1.43e-02', '1.41e-02', '1.56e-02', '1.41e-02', '1.45e-02', '1.07e-02']		hr	['6.08e-01', '1.06e+00', '2.06e+00', '3.10e+00', '4.13e+00', '5.26e+00', '5.99e+00', '8.41e+00']				[{'pk': 10696}, {'pk': 10695}, {'pk': 10694}, {'pk': 10693}, {'pk': 10692}, {'pk': 10691}, {'pk': 10690}, {'pk': 10689}, {'pk': 10688}, {'pk': 10687}, {'pk': 10686}, {'pk': 10685}, {'pk': 10684}, {'pk': 10683}, {'pk': 10682}, {'pk': 10681}]	/media/data/Kietzmann1990_Fig1.png				dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	791	case5	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1979	gram * hour / liter	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	auc_inf	public	10698	436	paracetamol	True					case6	792.0	0.21	735.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	792	case6	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1980	gram / liter	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	cmax	public	10700	436	paracetamol	True					case6	792.0	0.0149	735.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	792	case6	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1981	1 / minute	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	kel	public	10701	436	paracetamol	True					case6	792.0	0.00134	735.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	792	case6	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1982	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	tmax	public	10704	436	paracetamol	True					case6	792.0	2.0	735.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	792	case6	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1983	gram * hour / liter	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	auc_end	public	10697	436	paracetamol	True					case6	792.0	0.0904	735.0	hr	7.8958125									dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	792	case6	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1984	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance	public	10699	436	paracetamol	True					case6	792.0	4.42	735.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	792	case6	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1985	liter	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	vd	public	10703	436	paracetamol	True					case6	792.0	54.8	735.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	792	case6	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1986	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	thalf	public	10702	436	paracetamol	True					case6	792.0	8.59	735.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	792	case6	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1987	gram / liter	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	concentration	public	709	436	paracetamol						case6	792.0	['1.24e-02', '1.49e-02', '1.46e-02', '1.34e-02', '1.18e-02', '9.66e-03']		hr	['7.08e-01', '2.00e+00', '2.74e+00', '3.89e+00', '5.33e+00', '7.90e+00']				[{'pk': 10712}, {'pk': 10711}, {'pk': 10710}, {'pk': 10709}, {'pk': 10708}, {'pk': 10707}, {'pk': 10706}, {'pk': 10705}, {'pk': 10704}, {'pk': 10703}, {'pk': 10702}, {'pk': 10701}, {'pk': 10700}, {'pk': 10699}, {'pk': 10698}, {'pk': 10697}]	/media/data/Kietzmann1990_Fig1.png				dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	792	case6	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1988	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance	public	10715	436	paracetamol	True					case7	793.0	4.07	736.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	793	case7	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1989	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	tmax	public	10720	436	paracetamol	True					case7	793.0	1.15	736.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	793	case7	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1990	1 / minute	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	kel	public	10717	436	paracetamol	True					case7	793.0	0.00103	736.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	793	case7	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1991	liter	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	vd	public	10719	436	paracetamol	True					case7	793.0	65.8	736.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	793	case7	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1992	gram * hour / liter	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	auc_end	public	10713	436	paracetamol	True					case7	793.0	0.0868	736.0	hr	8.179659									dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	793	case7	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1993	gram * hour / liter	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	auc_inf	public	10714	436	paracetamol	True					case7	793.0	0.23800000000000002	736.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	793	case7	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1994	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	thalf	public	10718	436	paracetamol	True					case7	793.0	11.2	736.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	793	case7	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1995	gram / liter	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	cmax	public	10716	436	paracetamol	True					case7	793.0	0.015	736.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	793	case7	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1996	gram / liter	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	concentration	public	710	436	paracetamol						case7	793.0	['1.02e-02', '1.50e-02', '1.42e-02', '1.27e-02', '1.18e-02', '1.13e-02', '1.02e-02', '9.55e-03', '9.33e-03']		hr	['6.78e-01', '1.15e+00', '1.69e+00', '2.57e+00', '3.53e+00', '5.44e+00', '6.36e+00', '7.12e+00', '8.18e+00']				[{'pk': 10728}, {'pk': 10727}, {'pk': 10726}, {'pk': 10725}, {'pk': 10724}, {'pk': 10723}, {'pk': 10722}, {'pk': 10721}, {'pk': 10720}, {'pk': 10719}, {'pk': 10718}, {'pk': 10717}, {'pk': 10716}, {'pk': 10715}, {'pk': 10714}, {'pk': 10713}]	/media/data/Kietzmann1990_Fig1.png				dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	793	case7	171	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							7.0		3.6	creatinine	liter / hour																														
1997	gram * hour / liter	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	auc_end	public	10729	436	paracetamol	True					case8	794.0	0.0755	737.0	hr	8.214279									dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	794	case8	172	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							6.0	3.6		creatinine	liter / hour																														
1998	liter / hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance	public	10731	436	paracetamol	True					case8	794.0	2.57	737.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	794	case8	172	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							6.0	3.6		creatinine	liter / hour																														
1999	liter	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	vd	public	10735	436	paracetamol	True					case8	794.0	92.2	737.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	794	case8	172	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							6.0	3.6		creatinine	liter / hour																														
2000	gram / liter	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	cmax	public	10732	436	paracetamol	True					case8	794.0	0.0119	737.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	794	case8	172	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							6.0	3.6		creatinine	liter / hour																														
2001	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	thalf	public	10734	436	paracetamol	True					case8	794.0	24.9	737.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	794	case8	172	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							6.0	3.6		creatinine	liter / hour																														
2002	gram * hour / liter	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	auc_inf	public	10730	436	paracetamol	True					case8	794.0	0.382	737.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	794	case8	172	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							6.0	3.6		creatinine	liter / hour																														
2003	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	tmax	public	10736	436	paracetamol	True					case8	794.0	0.496	737.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	794	case8	172	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							6.0	3.6		creatinine	liter / hour																														
2004	1 / minute	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	kel	public	10733	436	paracetamol	True					case8	794.0	0.00046399999999999995	737.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	794	case8	172	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							6.0	3.6		creatinine	liter / hour																														
2005	gram / liter	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	concentration	public	711	436	paracetamol						case8	794.0	['1.19e-02', '1.01e-02', '9.68e-03', '8.98e-03', '8.72e-03', '8.54e-03']		hr	['4.96e-01', '2.10e+00', '5.51e+00', '6.49e+00', '7.60e+00', '8.21e+00']				[{'pk': 10744}, {'pk': 10743}, {'pk': 10742}, {'pk': 10741}, {'pk': 10740}, {'pk': 10739}, {'pk': 10738}, {'pk': 10737}, {'pk': 10736}, {'pk': 10735}, {'pk': 10734}, {'pk': 10733}, {'pk': 10732}, {'pk': 10731}, {'pk': 10730}, {'pk': 10729}]	/media/data/Kietzmann1990_Fig1.png				dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	794	case8	172	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							6.0	3.6		creatinine	liter / hour																														
2006	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	thalf	public	10750	436	paracetamol	True					case9	795.0	9.52	738.0											dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	435	paracetamol	single dose	oral	gram	1.0	solution	0.0	min					Kietzmann1990	795	case9	172	homo sapiens	13	NR	1	N	13.0	1.0						yr		1.0							kilogram		Y	13																																																							6.0	3.6		creatinine	liter / hour																														
